Price,Collateral Ratio,Mint Pegged Config,Redeem Pegged Config,Mint Leveraged Config,Redeem Leveraged Config
2.000000000000000000,0.002000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
4.000000000000000000,0.004000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
6.000000000000000000,0.006000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
8.000000000000000000,0.008000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
10.000000000000000000,0.010000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
12.000000000000000000,0.012000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
14.000000000000000000,0.014000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
16.000000000000000000,0.016000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
18.000000000000000000,0.018000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
20.000000000000000000,0.020000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
22.000000000000000000,0.022000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
24.000000000000000000,0.024000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
26.000000000000000000,0.026000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
28.000000000000000000,0.028000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
30.000000000000000000,0.030000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
32.000000000000000000,0.032000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
34.000000000000000000,0.034000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
36.000000000000000000,0.036000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
38.000000000000000000,0.038000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
40.000000000000000000,0.040000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
42.000000000000000000,0.042000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
44.000000000000000000,0.044000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
46.000000000000000000,0.046000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
48.000000000000000000,0.048000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
50.000000000000000000,0.050000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
52.000000000000000000,0.052000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
54.000000000000000000,0.054000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
56.000000000000000000,0.056000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
58.000000000000000000,0.058000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
60.000000000000000000,0.060000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
62.000000000000000000,0.062000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
64.000000000000000000,0.064000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
66.000000000000000000,0.066000000000000000,0.010000000000000000,-0.007500000000000000,-0.005000000000000000,0.015000000000000000
