Price,Collateral Ratio,Mint Pegged Config,Redeem Pegged Config,Mint Leveraged Config,Redeem Leveraged Config
800.000000000000000000,0.800000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
805.000000000000000000,0.805000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
810.000000000000000000,0.810000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
815.000000000000000000,0.815000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
820.000000000000000000,0.820000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
825.000000000000000000,0.825000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
830.000000000000000000,0.830000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
835.000000000000000000,0.835000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
840.000000000000000000,0.840000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
845.000000000000000000,0.845000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
850.000000000000000000,0.850000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
855.000000000000000000,0.855000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
860.000000000000000000,0.860000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
865.000000000000000000,0.865000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
870.000000000000000000,0.870000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
875.000000000000000000,0.875000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
880.000000000000000000,0.880000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
885.000000000000000000,0.885000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
890.000000000000000000,0.890000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
895.000000000000000000,0.895000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
900.000000000000000000,0.900000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
905.000000000000000000,0.905000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
910.000000000000000000,0.910000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
915.000000000000000000,0.915000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
920.000000000000000000,0.920000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
925.000000000000000000,0.925000000000000000,1.000000000000000000,-0.050000000000000000,-0.050000000000000000,1.000000000000000000
